Benchmark	"1"	"2"	"4"	"8"
CG	1.2100325102	1.3729736919	1.537740343	0.7620749088
EP	0.0389511639	1.3368593967	0.5612573797	-0.2302574989
FT	0.0251116973	0.0243510185	-0.1499279159	-0.0988242031
IS	0.6685376835	1.4874537612	3.8829175684	1.4244672142
SP	-0.1830394896	-0.1019668908	0.1898020124	0

