Benchmark "1" "2" "4" "8"
CG	1.1624171963	1.087445328	1.4268855073	0.357560431
EP	0.2374063587	1.3486858984	0.1189408986	0.0649048292
IS	0				1.4065942737	1.5978813628	1.1649794656
